sample_id,participant,phase,sample_date,pm_conc_ug_m3,bc_conc_ug_m3,country
865,m,baseline,7/16/19 09:01,104.1341248,3.74,kenya
866,m,baseline,7/15/19 11:44,124.5354618,7.17,kenya
867,m,followup1,7/17/19 09:24,21.61234543,1.83,kenya
868,m,baseline,7/17/19 09:32,59.02143663,3.02,kenya
869,m,followup1,7/17/19 09:23,21.49555739,2.25,kenya
870,m,followup1,7/17/19 10:27,206.4962948,12.13,kenya
871,m,baseline,7/19/19 11:04,75.5973102,4.72,kenya
872,m,baseline,7/18/19 09:58,196.4151713,7.04,kenya
873,m,followup1,7/19/19 10:14,48.3028006,3.89,kenya
874,m,baseline,7/19/19 12:10,268.7362446,10.38,kenya
875,m,followup2,7/18/19 10:07,83.89976699,4.05,kenya
876,m,followup1,7/22/19 10:48,59.57207394,4.14,kenya
877,m,baseline,7/22/19 09:17,177.7659522,7.85,kenya
878,m,followup2,7/22/19 11:55,93.62795731,6.51,kenya
879,m,followup2,7/22/19 09:52,54.92151497,4.24,kenya
880,m,baseline,7/22/19 08:39,94.45572126,6.27,kenya
881,m,followup1,7/23/19 13:57,78.79103969,6.33,kenya
882,m,followup2,7/22/19 12:57,46.25861802,3.95,kenya
883,m,followup2,7/22/19 11:10,205.5005651,10.73,kenya
884,m,followup2,7/22/19 10:08,75.23277378,3.93,kenya
885,m,baseline,7/25/19 11:20,149.6033156,7.56,kenya
886,m,baseline,7/23/19 10:51,84.35134116,4.78,kenya
887,m,followup1,7/24/19 10:12,102.9640784,3.48,kenya
888,m,followup1,7/24/19 09:17,63.32850995,4.22,kenya
889,m,baseline,7/23/19 10:57,188.2312058,4.73,kenya
890,m,followup2,7/23/19 14:32,69.03273439,4.29,kenya
891,m,baseline,7/23/19 12:46,147.7959772,7.06,kenya
892,m,baseline,7/24/19 09:18,97.00433495,4.99,kenya
893,m,baseline,7/23/19 13:42,67.18406116,5.44,kenya
894,m,baseline,7/29/19 10:14,148.7641534,4.11,kenya
895,m,followup1,7/24/19 11:20,70.13803165,4.43,kenya
896,m,followup2,7/24/19 10:06,71.03995188,4.42,kenya
897,m,followup1,7/24/19 09:35,142.8426528,6.95,kenya
898,m,baseline,7/24/19 10:04,143.7172274,6.39,kenya
899,m,followup1,7/24/19 09:40,64.59622475,4.03,kenya
900,m,followup2,7/29/19 10:44,65.41247334,3.93,kenya
901,o,baseline,7/25/19 10:10,87.18292328,5.39,kenya
902,m,followup2,7/25/19 12:09,225.6223464,13.22,kenya
903,m,baseline,7/29/19 10:24,99.28678989,5.31,kenya
904,m,followup2,7/29/19 10:22,239.3786332,6.9,kenya
905,o,baseline,7/29/19 10:14,95.03397846,4.21,kenya
906,m,followup1,7/29/19 09:52,144.3566727,6.49,kenya
907,m,followup2,7/29/19 09:56,65.29529335,3.87,kenya
908,m,followup2,7/31/19 09:36,154.5792608,8.81,kenya
909,m,followup2,7/29/19 10:06,76.45082822,4.1,kenya
910,m,followup1,7/29/19 11:28,98.42939102,4.34,kenya
911,m,followup1,7/29/19 11:20,85.26983132,4.81,kenya
912,m,followup1,7/29/19 09:52,122.6483875,7.14,kenya
913,m,baseline,8/1/19 12:04,45.78596899,2.48,kenya
914,m,followup2,7/29/19 09:16,84.24333688,6.02,kenya
915,m,followup2,7/29/19 09:16,84.24333688,6.02,kenya
916,m,followup1,7/31/19 09:56,56.06783429,3.44,kenya
917,m,baseline,7/31/19 10:09,128.7492507,6.56,kenya
918,m,followup2,7/31/19 11:49,199.1463882,5.44,kenya
919,m,baseline,7/29/19 09:11,86.87594116,5.19,kenya
920,m,baseline,7/31/19 09:58,110.0528274,5.29,kenya
921,m,baseline,7/31/19 12:27,219.4136398,23.85,kenya
922,m,baseline,7/31/19 10:05,105.6138892,5.84,kenya
923,m,followup2,8/6/19 09:54,22.30598489,2.29,kenya
924,m,baseline,7/31/19 10:53,110.3854077,4.35,kenya
925,m,followup2,7/31/19 10:07,200.7034944,6.2,kenya
926,m,followup2,7/31/19 11:05,86.87594116,4.68,kenya
927,m,followup2,7/31/19 11:52,201.2479714,5.61,kenya
928,m,followup2,7/31/19 10:42,66.24855131,4.63,kenya
929,m,followup1,7/31/19 10:42,46.56096193,3.72,kenya
930,m,followup2,7/31/19 10:18,51.9190684,4.35,kenya
931,o,baseline,7/31/19 09:58,117.3999205,4.86,kenya
932,m,followup2,8/7/19 10:42,44.62327636,1.82,kenya
933,m,followup2,8/5/19 11:17,259.8928324,8.26,kenya
934,m,followup2,8/8/19 09:34,39.68036067,4.12,kenya
935,m,followup2,8/6/19 10:05,60.96557274,5.94,kenya
936,m,followup2,8/7/19 10:55,182.5386822,9.35,kenya
937,m,followup2,8/7/19 11:23,51.6947749,2.48,kenya
938,m,baseline,8/9/19 11:32,141.7908337,6.69,kenya
939,m,baseline,8/8/19 10:39,329.9530694,6.53,kenya
940,m,baseline,8/9/19 12:40,110.7814015,5.58,kenya
941,m,baseline,8/9/19 10:14,143.5471661,8.91,kenya
942,m,followup2,8/8/19 10:29,62.43287975,2.44,kenya
943,o,baseline,8/9/19 10:14,204.7711269,6.91,kenya
944,m,followup1,8/9/19 10:11,180.4458409,8.06,kenya
945,m,baseline,8/13/19 13:01,126.3030262,15.63,kenya
946,m,followup1,8/13/19 12:04,121.5549951,13.7,kenya
947,m,followup1,8/13/19 13:44,82.11561561,2.89,kenya
948,m,followup1,8/13/19 11:00,92.4336613,5.64,kenya
949,m,baseline,8/13/19 14:01,150.7512344,8.83,kenya
950,m,baseline,8/14/19 11:04,166.0812207,9.37,kenya
951,m,followup1,8/13/19 12:51,56.54298543,2.12,kenya
952,m,followup1,8/13/19 11:35,76.72161037,4.12,kenya
953,m,followup1,8/13/19 10:29,35.27450583,2.35,kenya
954,m,followup1,8/13/19 11:38,52.58280649,2.65,kenya
955,o,baseline,8/14/19 12:27,107.9060104,6.27,kenya
956,m,followup1,8/13/19 09:38,27.94000118,2.41,kenya
957,m,followup1,8/13/19 10:41,115.6399082,4.1,kenya
958,m,baseline,8/14/19 13:26,64.97566217,4.45,kenya
959,m,followup2,8/19/19 10:21,65.37691849,3.39,kenya
960,m,followup2,8/16/19 10:11,72.05763681,1.96,kenya
961,m,followup2,8/16/19 10:30,65.19333608,3.51,kenya
962,m,followup1,8/16/19 11:17,68.65758954,3.7,kenya
963,m,followup2,8/19/19 12:01,69.72937382,2.61,kenya
964,m,followup1,8/19/19 11:13,234.0092691,8.04,kenya
965,m,baseline,8/19/19 10:12,228.0493455,8.77,kenya
966,m,followup1,8/19/19 12:46,39.74913079,2.86,kenya
967,m,followup2,8/20/19 09:59,90.54675557,4.86,kenya
968,m,followup2,8/20/19 10:17,66.19119326,4.53,kenya
969,m,followup2,8/20/19 12:20,98.95417083,5.56,kenya
970,m,baseline,8/22/19 11:22,134.12426,5.57,kenya
971,m,followup1,8/21/19 12:07,105.8142951,6.35,kenya
972,m,followup1,8/23/19 12:07,112.2279874,3.02,kenya
973,m,baseline,8/23/19 09:58,83.58410154,5.15,kenya
974,m,baseline,8/23/19 10:55,55.52875385,4.74,kenya
975,m,followup2,8/28/19 10:25,24.82169747,1.74,kenya
976,m,baseline,8/23/19 11:29,67.77759376,3.53,kenya
977,m,followup2,8/23/19 11:11,68.37977304,3.92,kenya
978,m,baseline,8/23/19 10:36,135.979734,5.79,kenya
979,m,followup1,8/26/19 12:09,56.63898371,3.4,kenya
980,m,followup2,8/26/19 14:49,16.71839417,1.41,kenya
981,m,followup1,8/26/19 12:27,32.97926764,2.74,kenya
982,o,followup1,8/26/19 12:09,80.5805831,5.54,kenya
983,o,baseline,8/27/19 11:09,156.937184,6.95,kenya
984,m,baseline,8/28/19 10:25,48.16883866,2.24,kenya
985,o,baseline,8/28/19 10:25,30.31535265,2.09,kenya
986,m,followup1,8/28/19 11:47,44.91545257,2.95,kenya
987,m,followup1,8/28/19 10:19,18.72074153,1.41,kenya
988,m,baseline,8/27/19 11:09,62.13800133,2.16,kenya
989,m,baseline,8/27/19 10:53,187.5231108,24.23,kenya
990,m,baseline,8/27/19 09:41,75.92519227,5.18,kenya
991,m,baseline,8/29/19 09:57,70.20278073,3.01,kenya
992,m,followup1,8/28/19 11:30,34.75037646,1.57,kenya
993,m,baseline,8/29/19 09:58,114.1598262,6.89,kenya
994,m,baseline,8/29/19 10:32,502.9200212,10.9,kenya
995,m,followup1,9/2/19 10:35,121.6263176,5.44,kenya
996,m,followup2,9/2/19 10:07,48.40848462,3.29,kenya
997,m,baseline,9/2/19 12:27,43.58932239,3.03,kenya
998,m,followup1,9/2/19 10:25,483.7444461,16.56,kenya
999,m,followup1,9/2/19 11:46,68.45650121,3.28,kenya
1000,m,followup1,9/2/19 12:57,22.23088057,2.18,kenya
1001,m,followup2,9/2/19 10:09,56.68501125,4.99,kenya
1002,m,baseline,9/3/19 11:19,79.39655549,7.1,kenya
1003,m,baseline,9/3/19 10:55,247.3409148,7.71,kenya
1004,m,baseline,9/4/19 10:01,56.69749422,3.84,kenya
1005,m,followup1,9/4/19 09:23,54.09534069,2.9,kenya
1006,m,baseline,9/4/19 11:41,68.13799306,5.45,kenya
1007,m,followup2,9/4/19 10:01,44.33859836,3.55,kenya
1008,m,followup2,9/4/19 10:30,39.47547068,2.7,kenya
1009,m,followup1,9/4/19 10:55,46.72319524,2.37,kenya
1010,m,baseline,9/6/19 10:18,97.75406072,5.19,kenya
1011,m,followup2,9/11/19 09:22,28.12846661,2.64,kenya
1012,o,baseline,9/5/19 14:19,86.72537627,4.36,kenya
1013,m,followup1,9/6/19 10:41,110.9770087,21.92,kenya
1014,m,baseline,9/6/19 10:52,42.36454462,3.36,kenya
1015,o,followup2,9/10/19 09:53,34.39457056,2.08,kenya
1016,o,followup2,9/10/19 09:58,27.25519723,2.15,kenya
1017,m,followup1,9/9/19 10:12,39.65508425,3.22,kenya
1018,m,followup1,9/11/19 09:55,97.10571674,4.95,kenya
1019,m,followup1,9/11/19 10:42,95.62184127,4.85,kenya
1020,m,followup2,9/10/19 09:48,36.55623016,3.34,kenya
1021,m,baseline,9/9/19 10:13,103.3426228,7.26,kenya
1022,m,followup1,9/13/19 07:47,26.00859777,1.74,kenya
1023,m,baseline,9/12/19 10:46,70.98923692,3.68,kenya
1024,m,baseline,9/10/19 12:39,165.7050541,7.48,kenya
1025,m,followup2,9/17/19 09:48,35.90872234,3.16,kenya
1026,m,followup2,9/10/19 09:58,30.21771866,2.48,kenya
1027,m,baseline,9/5/19 14:19,167.5569935,6.34,kenya
1028,m,followup1,9/6/19 10:51,74.37799874,5,kenya
1029,m,followup1,9/6/19 10:03,35.83632573,3.26,kenya
1030,m,followup1,9/9/19 12:46,39.42506244,2.49,kenya
1031,m,followup2,9/9/19 09:45,182.8967182,9.02,kenya
1032,m,baseline,9/10/19 10:59,24.32526352,1.59,kenya
1033,m,followup1,9/11/19 10:21,44.02762629,2.99,kenya
1034,m,baseline,9/10/19 11:20,66.08629438,4.67,kenya
1035,m,followup1,9/10/19 10:45,28.57761222,1.73,kenya
1036,m,baseline,9/9/19 11:13,101.997692,4.88,kenya
1037,m,baseline,9/11/19 10:29,179.9775198,8.21,kenya
1038,m,followup1,9/13/19 08:56,88.36865492,3.25,kenya
1039,m,baseline,9/11/19 11:12,94.93973254,4.76,kenya
1040,o,baseline,9/12/19 12:06,27.21073524,1.81,kenya
1041,m,baseline,9/13/19 12:08,25.78442773,1.4,kenya
1042,m,followup1,9/11/19 09:41,145.3304108,9.09,kenya
1043,m,followup1,9/12/19 10:53,24.04474154,1.6,kenya
1044,m,followup1,9/13/19 08:23,26.39269098,2.07,kenya
1045,m,baseline,9/16/19 11:11,258.2922306,10.58,kenya
1046,m,baseline,9/13/19 12:42,29.10416789,2.22,kenya
1047,m,baseline,9/20/19 10:06,245.569327,9.61,kenya
1048,m,followup1,9/13/19 10:04,34.12475594,2.21,kenya
1049,m,baseline,9/16/19 10:05,89.71697882,4.14,kenya
1050,m,baseline,9/20/19 11:52,58.83661623,5.02,kenya
1051,m,followup2,9/16/19 09:31,39.38375999,2.78,kenya
1052,m,baseline,9/18/19 13:21,32.48783108,3.07,kenya
1053,m,followup2,9/17/19 11:54,19.62645847,1.26,kenya
1054,m,followup1,9/16/19 09:48,282.7551999,4.22,kenya
1055,m,followup1,9/19/19 10:46,27.31947835,1.74,kenya
1056,m,followup1,9/16/19 10:07,17.69968241,1.42,kenya
1057,m,baseline,9/17/19 09:34,93.12192385,4,kenya
1058,m,baseline,9/17/19 12:22,12.65742189,1.5,kenya
1059,m,followup1,9/16/19 11:23,87.62616517,5.57,kenya
1060,m,followup1,9/19/19 10:20,50.12073528,3.09,kenya
1061,m,baseline,9/19/19 10:07,15.67686156,1.5,kenya
1062,m,followup1,9/18/19 11:44,28.48117284,1.66,kenya
1063,m,baseline,9/19/19 10:07,16.25748606,1.93,kenya
1064,m,baseline,9/19/19 11:16,87.60599108,5.01,kenya
1065,m,followup2,9/19/19 09:48,82.63118833,4.12,kenya
1066,m,followup1,9/20/19 10:59,43.0021381,2.98,kenya
1067,m,followup1,9/20/19 10:14,102.104612,5.83,kenya
1068,m,baseline,9/23/19 10:49,161.9942361,7.22,kenya
1069,m,followup2,9/23/19 09:50,18.06778672,1.61,kenya
1070,m,baseline,9/23/19 10:01,178.0314853,3.72,kenya
1071,m,baseline,9/23/19 14:33,110.6479649,3.34,kenya
1072,m,baseline,9/24/19 11:00,47.97397105,4.36,kenya
1073,m,followup2,9/24/19 10:51,13.00184153,2.34,kenya
1074,m,followup2,9/24/19 11:42,45.13035904,4.37,kenya
1075,m,baseline,9/24/19 13:44,15.97718458,1.87,kenya
1076,m,followup1,9/25/19 11:01,36.22300197,2.79,kenya
1077,m,baseline,9/24/19 11:57,103.31193,7.2,kenya
1078,m,baseline,9/25/19 11:23,156.0918549,9.2,kenya
1079,m,followup2,9/25/19 11:13,16.76063173,1.79,kenya
1080,m,baseline,9/25/19 10:21,102.3672525,9.85,kenya
1081,m,baseline,9/26/19 10:08,192.4813555,4.08,kenya
1082,m,baseline,9/26/19 09:06,258.742369,4.25,kenya
1083,m,followup1,9/30/19 14:49,62.05424368,5.3,kenya
1084,o,followup1,10/2/19 09:39,91.59901539,2.84,kenya
1085,m,baseline,9/30/19 14:40,144.2022425,4.87,kenya
1086,m,followup1,9/30/19 14:52,455.9529261,6.68,kenya
1087,m,baseline,9/30/19 14:01,27.21073524,2.54,kenya
1088,m,followup1,9/30/19 12:32,129.518874,6.57,kenya
1089,m,baseline,10/1/19 11:19,332.0971938,30.97,kenya
1090,m,baseline,10/2/19 10:00,80.73870826,6.35,kenya
1091,m,baseline,10/2/19 08:41,25.44120739,2.55,kenya
1092,m,followup1,9/30/19 13:41,49.39722935,3.92,kenya
1093,m,followup2,10/2/19 09:20,20.47485356,1.45,kenya
1094,m,followup1,10/3/19 09:57,40.18751019,2.87,kenya
1095,m,followup1,10/2/19 09:37,18.5644749,1.86,kenya
1096,m,baseline,10/3/19 12:53,132.4971026,5.05,kenya
1097,m,followup2,10/3/19 10:28,6.977987241,0.81,kenya
1098,m,baseline,10/4/19 10:29,38.6115294,3.89,kenya
1099,m,baseline,10/3/19 11:20,65.52259535,4.65,kenya
1100,m,baseline,10/4/19 10:48,30.31535265,2.45,kenya
1101,m,baseline,10/8/19 10:22,179.6327153,7.72,kenya
1102,m,followup1,10/9/19 10:54,56.90120123,5.68,kenya
1103,m,baseline,10/8/19 09:43,79.1930348,4.55,kenya
1104,m,followup1,10/10/19 11:27,43.28766618,2.67,kenya
1105,m,followup1,10/10/19 11:27,43.28766618,2.67,kenya
1106,o,followup1,10/8/19 11:23,4.371116536,0.65,kenya
1107,m,baseline,10/9/19 09:22,105.165613,2.34,kenya
1108,m,baseline,10/9/19 10:08,101.8740678,5.46,kenya
1109,m,baseline,10/11/19 09:19,14.15756078,1.33,kenya
1110,m,followup1,10/11/19 12:52,442.1685833,8.07,kenya
1111,m,baseline,10/11/19 11:08,11.16477959,1.11,kenya
1112,m,baseline,10/11/19 10:17,106.9242353,9.25,kenya
1113,m,followup1,10/11/19 11:16,13.22678689,0.89,kenya
1114,m,followup2,10/15/19 10:10,31.18623529,2.45,kenya
1115,m,baseline,10/14/19 15:12,184.0398227,7.98,kenya
1116,m,followup2,10/15/19 10:25,19.24287947,1.21,kenya
1117,m,followup2,10/15/19 10:35,48.20213509,2.62,kenya
1118,m,followup1,10/15/19 09:54,46.04150825,5.05,kenya
1119,m,followup2,10/15/19 11:13,21.09844285,1.53,kenya
1120,m,baseline,10/15/19 09:56,57.16997418,4.51,kenya
1121,m,baseline,8/20/18 10:14,91.41751649,3.9,ghana
1122,m,baseline,8/15/18 20:04,186.1833814,5.46,ghana
1123,o,baseline,8/20/18 10:14,214.1184812,7.02,ghana
1124,m,baseline,8/20/18 10:29,130.1775102,4.5,ghana
1125,m,baseline,8/20/18 10:29,130.1775102,4.5,ghana
1126,o,baseline,8/20/18 10:29,108.8845129,4.48,ghana
1127,o,baseline,8/23/18 07:56,60.17892019,5,ghana
1128,m,baseline,8/22/18 09:55,179.3931772,7.05,ghana
1129,m,baseline,8/22/18 10:57,181.9792058,7.06,ghana
1130,m,baseline,8/22/18 10:57,181.9792058,7.06,ghana
1131,m,baseline,8/22/18 08:53,82.3189967,5.02,ghana
1132,m,baseline,8/22/18 10:05,47.60325543,4.16,ghana
1133,m,baseline,8/22/18 10:05,47.60325543,4.16,ghana
1134,o,baseline,8/22/18 10:55,215.1761721,7.26,ghana
1135,o,baseline,8/22/18 10:55,215.1761721,7.26,ghana
1136,m,baseline,8/22/18 10:57,52.36358097,4.16,ghana
1137,m,baseline,8/24/18 10:52,19.85735798,1.55,ghana
1138,o,followup1,8/21/18 12:22,1.158345882,0.03,ghana
1139,o,followup1,8/21/18 12:22,1.158345882,0.03,ghana
1140,m,baseline,8/22/18 10:57,39.98351268,3.43,ghana
1141,m,baseline,8/22/18 10:57,39.98351268,3.43,ghana
1142,m,baseline,8/24/18 08:54,25.65464034,2.64,ghana
1143,m,baseline,8/24/18 09:46,42.12166844,3.5,ghana
1144,m,followup1,8/24/18 11:56,8.121957771,1.48,ghana
1145,m,baseline,8/27/18 09:57,18.10544612,1.55,ghana
1146,m,baseline,8/27/18 08:56,137.357907,7.27,ghana
1147,m,baseline,8/27/18 08:56,137.357907,7.27,ghana
1148,m,baseline,8/29/18 09:01,98.78279604,6.97,ghana
1149,m,baseline,8/29/18 10:37,71.13332095,4.42,ghana
1150,m,baseline,8/25/18 13:20,68.88570201,6.19,ghana
1151,o,baseline,8/29/18 09:01,93.60370764,6.98,ghana
1152,o,baseline,8/27/18 09:56,70.54152959,4.44,ghana
1153,m,baseline,8/25/18 13:20,301.1699293,4.91,ghana
1154,o,baseline,8/29/18 09:52,13.69472964,1.54,ghana
1155,o,baseline,8/29/18 09:52,13.69472964,1.54,ghana
1156,m,baseline,8/29/18 09:01,119.3096259,7.14,ghana
1157,m,baseline,8/29/18 10:41,59.9343143,3.74,ghana
1158,m,baseline,8/31/18 10:55,362.2035855,6.76,ghana
1159,m,baseline,8/29/18 09:52,24.28478888,1.57,ghana
1160,m,baseline,8/31/18 11:26,78.89901835,5.97,ghana
1161,m,baseline,8/31/18 10:09,288.1164884,42.04,ghana
1162,m,baseline,8/31/18 10:09,288.1164884,42.04,ghana
1163,m,baseline,8/30/18 08:10,328.5919951,8.27,ghana
1164,m,baseline,8/30/18 08:10,328.5919951,8.27,ghana
1165,m,baseline,9/3/18 09:56,70.32116653,4.46,ghana
1166,m,baseline,9/3/18 09:26,43.58521794,3.79,ghana
1167,m,baseline,9/3/18 09:26,43.58521794,3.79,ghana
1168,m,baseline,8/30/18 08:08,135.3009666,4.7,ghana
1169,m,baseline,8/30/18 08:08,56.8537044,4.07,ghana
1170,o,baseline,9/5/18 10:38,95.62184127,7.82,ghana
1171,m,baseline,9/2/18 12:35,145.5759014,4.12,ghana
1172,m,baseline,9/5/18 09:47,120.3122278,2.69,ghana
1173,m,baseline,9/5/18 09:34,49.47901284,3.23,ghana
1174,m,baseline,9/5/18 09:34,49.47901284,3.23,ghana
1175,m,baseline,9/7/18 09:41,104.8607851,4.75,ghana
1176,m,baseline,9/18/18 21:49,42.62397113,3.43,ghana
1177,m,baseline,9/18/18 21:49,42.62397113,3.43,ghana
1178,m,baseline,9/4/18 20:41,48.20213509,3.19,ghana
1179,m,baseline,9/4/18 20:41,48.20213509,3.19,ghana
1180,m,baseline,9/4/18 20:41,84.58290478,3.83,ghana
1181,m,baseline,9/7/18 10:14,63.50930871,3.87,ghana
1182,m,baseline,9/7/18 10:14,63.50930871,3.87,ghana
1183,o,baseline,9/21/18 09:01,261.350585,5.44,ghana
1184,m,baseline,9/7/18 09:08,292.1387581,10.77,ghana
1185,o,followup1,9/7/18 11:05,45.86344102,3.7,ghana
1186,m,followup1,9/7/18 11:05,30.88922352,1.9,ghana
1187,m,followup1,9/7/18 11:05,30.88922352,1.9,ghana
1188,m,baseline,9/10/18 11:46,182.2777784,9.18,ghana
1189,m,baseline,9/10/18 10:57,320.0113782,4.86,ghana
1190,o,baseline,9/10/18 09:25,44.627478,6.38,ghana
1191,m,followup1,9/10/18 08:57,18.91854306,1.32,ghana
1192,m,followup1,9/10/18 08:57,18.91854306,1.32,ghana
1193,m,followup1,9/8/18 15:37,11.09792462,1.03,ghana
1194,m,baseline,9/10/18 09:25,62.97048084,6.37,ghana
1195,m,baseline,9/10/18 10:14,163.8064884,8.92,ghana
1196,m,baseline,9/10/18 10:55,317.5161301,5.69,ghana
1197,o,baseline,9/10/18 11:44,152.761722,9.26,ghana
1198,o,baseline,9/10/18 11:44,152.761722,9.26,ghana
1199,o,followup1,9/8/18 15:37,18.9547508,1.06,ghana
1200,m,baseline,9/19/18 10:00,36.77350775,3.56,ghana
1201,m,followup1,9/17/18 10:58,21.79066511,1.93,ghana
1202,m,followup1,9/17/18 10:58,21.79066511,1.93,ghana
1203,o,baseline,9/10/18 21:33,120.8708747,3.66,ghana
1204,m,followup1,9/12/18 09:34,233.216216,6.72,ghana
1205,m,followup1,9/12/18 09:34,233.216216,6.72,ghana
1206,m,followup1,9/12/18 10:35,121.4239444,9.03,ghana
1207,m,followup1,9/12/18 10:35,121.4239444,9.03,ghana
1208,m,baseline,9/12/18 09:42,57.53373586,4.69,ghana
1209,m,baseline,9/12/18 09:42,57.53373586,4.69,ghana
1210,m,baseline,9/10/18 21:33,262.2021815,5.54,ghana
1211,m,baseline,9/10/18 21:33,262.2021815,5.54,ghana
1212,m,followup1,9/12/18 09:34,259.4694776,5.8,ghana
1213,m,followup1,9/12/18 09:34,259.4694776,5.8,ghana
1214,m,followup1,9/12/18 08:50,33.48042915,2.68,ghana
1215,m,baseline,9/19/18 10:37,125.6446836,4.22,ghana
1216,m,baseline,9/19/18 10:37,107.451822,4.8,ghana
1217,m,baseline,9/19/18 10:37,107.451822,4.8,ghana
1218,m,followup1,9/17/18 10:07,20.48155784,1.09,ghana
1219,m,followup1,9/17/18 10:07,20.48155784,1.09,ghana
1220,m,followup1,9/17/18 11:33,23.43470797,2.23,ghana
1221,m,followup1,9/17/18 10:24,73.15868729,3.22,ghana
1222,m,followup1,9/17/18 10:24,73.15868729,3.22,ghana
1223,m,baseline,9/19/18 10:43,42.57496454,3.57,ghana
1224,m,baseline,9/19/18 10:43,42.57496454,3.57,ghana
1225,m,baseline,9/19/18 09:47,121.8293666,6.06,ghana
1226,m,baseline,9/19/18 09:47,121.8293666,6.06,ghana
1227,m,baseline,9/19/18 09:02,217.6407661,7.37,ghana
1228,m,baseline,9/24/18 09:32,219.3505753,3.1,ghana
1229,m,baseline,9/24/18 09:32,219.3505753,3.1,ghana
1230,o,baseline,9/18/18 21:49,123.2699165,4.27,ghana
1231,m,baseline,9/18/18 21:49,169.3419361,5.46,ghana
1232,m,baseline,9/21/18 10:15,69.61678089,4.57,ghana
1233,m,baseline,9/21/18 09:01,132.0514306,5.08,ghana
1234,m,baseline,9/21/18 09:01,132.0514306,5.08,ghana
1235,m,baseline,9/24/18 10:29,153.6581272,5,ghana
1236,m,followup1,9/26/18 10:27,11.68079881,1.11,ghana
1237,m,followup1,10/1/18 10:19,620.9204322,6.56,ghana
1238,m,baseline,9/27/18 15:28,129.8751444,7.34,ghana
1239,m,followup1,9/21/18 11:02,105.4094753,4.77,ghana
1240,m,followup1,9/21/18 11:02,105.4094753,4.77,ghana
1241,o,baseline,9/21/18 10:43,549.8701335,5.44,ghana
1242,m,baseline,9/21/18 07:48,189.0236066,8.09,ghana
1243,m,baseline,9/21/18 08:43,59.32991103,3.81,ghana
1244,m,baseline,9/21/18 08:43,59.32991103,3.81,ghana
1245,m,baseline,9/24/18 08:43,147.3914825,6.12,ghana
1246,m,baseline,9/21/18 10:43,131.1334961,7.96,ghana
1247,o,baseline,9/24/18 15:41,10.46361568,1.74,ghana
1248,m,baseline,9/28/18 09:34,45.94117566,2.97,ghana
1249,m,baseline,9/24/18 10:08,172.5935364,6.61,ghana
1250,m,baseline,9/24/18 11:19,44.68745535,3.35,ghana
1251,m,followup1,9/24/18 21:51,19.75773913,3.7,ghana
1252,m,baseline,9/26/18 09:52,262.434843,3.66,ghana
1253,m,baseline,9/28/18 08:50,185.6610623,7.73,ghana
1254,m,baseline,9/26/18 09:18,67.1447952,4.97,ghana
1255,m,baseline,9/26/18 09:08,65.85519736,5.03,ghana
1256,o,baseline,9/26/18 09:18,95.94380033,5.75,ghana
1257,o,baseline,9/26/18 09:18,95.94380033,5.75,ghana
1258,m,baseline,9/28/18 11:10,116.0260503,6,ghana
1259,m,followup1,9/28/18 08:45,20.91995907,1.76,ghana
1260,m,followup1,9/28/18 08:45,20.91995907,1.76,ghana
1261,m,followup1,9/28/18 10:49,-1.139356605,0.73,ghana
1262,m,followup1,9/28/18 10:49,-1.139356605,0.73,ghana
1263,m,followup1,9/27/18 08:36,18.53353411,1.69,ghana
1264,m,baseline,10/1/18 09:51,98.78279604,7.08,ghana
1265,m,baseline,10/1/18 09:06,103.0927835,6.96,ghana
1266,m,baseline,10/1/18 09:06,103.0927835,6.96,ghana
1267,m,baseline,10/1/18 10:31,66.78353786,5.53,ghana
1268,m,baseline,10/1/18 11:06,99.93572316,2.9,ghana
1269,m,baseline,10/1/18 11:06,99.93572316,2.9,ghana
1270,m,baseline,10/1/18 11:38,25.10700434,2.44,ghana
1271,m,baseline,10/3/18 10:54,44.2383352,2.99,ghana
1272,m,baseline,10/3/18 10:54,44.2383352,2.99,ghana
1273,m,followup1,10/8/18 09:04,101.7648296,6.63,ghana
1274,m,followup1,10/1/18 08:52,36.76072882,2.91,ghana
1275,m,followup1,9/29/18 14:43,8.284969822,0.65,ghana
1276,m,followup1,9/29/18 14:43,8.284969822,0.65,ghana
1277,m,followup1,10/3/18 11:33,112.5138665,7.02,ghana
1278,m,followup1,10/3/18 10:05,17.11841205,1.05,ghana
1279,m,followup1,10/1/18 08:54,43.65921661,4.04,ghana
1280,m,baseline,10/3/18 10:16,37.00539257,3.54,ghana
1281,m,baseline,10/3/18 10:16,37.00539257,3.54,ghana
1282,m,baseline,10/3/18 08:58,83.1238241,3.94,ghana
1283,o,baseline,10/2/18 15:04,89.45641466,4.41,ghana
1284,o,baseline,10/2/18 15:04,89.45641466,4.41,ghana
1285,o,baseline,10/2/18 20:40,58.29832893,4.45,ghana
1286,o,baseline,10/2/18 20:40,58.29832893,4.45,ghana
1287,m,followup1,10/8/18 08:12,238.6192517,5.6,ghana
1288,m,followup1,10/8/18 08:12,238.6192517,5.6,ghana
1289,m,followup1,10/3/18 10:53,101.4273011,5.52,ghana
1290,m,followup1,10/5/18 11:03,9.297759589,0.63,ghana
1291,m,baseline,10/2/18 20:41,17.85742631,2.55,ghana
